,Kod stacji,Nazwa stacji,Rok,Miesiąc,Absolutna temperatura maksymalna (C),Średnia temperatura maksymalna (C),Absolutna temperatura minimalna,Średnia temperatura minimalna,Średnia temperatura miesięczna,Minimalna temperatura przy gruncie,Miesieczna suma opadów (mm),Maksymalna dobowa suma opadów,Pierwszy dzień wystapienia opadu maksymalnego,Ostatni dzień wystąpienia opadu maksymalnego,Maksymalna wysokość pokrywy śnieżnej (cm),Liczba dni z pokrywą śnieżną,Liczba dni z opadem deszczu,Liczba dni z opadem śniegu,Data,Województwo
3343,250190390,KRAKÓW-OBSERWATORIUM,1981,3,23.0,11.7,-6.7,1.9,6.1,-8.9,50.8,15.8,11.0,,0.0,0,9,3,1981-03-01,Małopolskie
6652,252220030,SZEPIETOWO,1981,3,15.4,6.0,-10.0,-1.7,1.9,-11.4,69.3,12.2,24.0,,5.0,2,6,7,1981-03-01,Podlaskie
4759,251200030,SKIERNIEWICE,1981,3,20.4,8.6,-6.8,0.7,4.2,-10.1,49.8,17.2,11.0,,5.0,5,10,6,1981-03-01,Łódzkie
6472,252210050,PU£TUSK,1981,3,18.0,6.6,-7.2,-0.5,2.9,-8.0,44.6,10.3,15.0,,12.0,4,7,6,1981-03-01,Mazowieckie
6292,252200120,LEGIONOWO,1981,3,19.9,8.3,-6.9,0.0,3.7,-8.2,30.1,10.7,11.0,,11.0,5,9,7,1981-03-01,Mazowieckie
4939,251210120,PU£AWY,1981,3,20.6,8.5,-8.3,0.4,4.0,-9.6,59.8,17.1,11.0,,16.0,6,10,4,1981-03-01,Lubelskie
4700,251190050,PUCZNIEW,1981,4,20.1,11.6,-6.4,0.5,5.8,-9.4,12.8,6.4,30.0,,0.0,0,4,0,1981-04-01,Łódzkie
8310,254200080,LIDZBARK WARMIÑSKI,1981,4,18.4,9.6,-6.2,-0.8,4.3,-10.7,20.6,6.1,27.0,,4.0,1,5,2,1981-04-01,Warmińsko-Mazurskie
5995,252180080,KO£UDA WIELKA,1981,4,20.2,11.6,-4.5,0.7,6.2,-7.7,15.2,5.4,28.0,,0.0,0,5,0,1981-04-01,Kujawsko-Pomorskie
6473,252210050,PU£TUSK,1981,4,19.0,10.7,-5.2,0.2,5.3,-10.1,9.4,6.0,30.0,,0.0,0,3,2,1981-04-01,Mazowieckie
4940,251210120,PU£AWY,1981,4,21.6,11.5,-3.7,0.9,6.0,-6.0,10.3,5.6,30.0,,0.0,0,4,0,1981-04-01,Lubelskie
1501,249220040,DYNÓW,1981,4,21.6,11.5,-3.4,0.9,5.8,-5.4,19.3,6.4,30.0,,0.0,0,8,1,1981-04-01,Podkarpackie
6353,252200150,WARSZAWA-BIELANY,1981,4,20.3,11.7,-4.7,2.0,6.6,-8.3,11.0,4.8,30.0,,0.0,0,5,3,1981-04-01,Mazowieckie
6653,252220030,SZEPIETOWO,1981,4,18.6,9.9,-6.4,-0.8,4.4,-9.3,15.7,6.4,27.0,,0.0,0,4,2,1981-04-01,Podlaskie
6293,252200120,LEGIONOWO,1981,4,20.0,11.5,-6.2,0.5,5.8,-9.2,10.4,7.0,30.0,,0.0,0,5,1,1981-04-01,Mazowieckie
5756,252160230,WIELICHOWO,1981,4,21.5,12.8,-5.6,1.2,6.8,-8.0,36.8,24.6,27.0,,0.0,0,5,0,1981-04-01,Wielkopolskie
3344,250190390,KRAKÓW-OBSERWATORIUM,1981,4,23.9,12.9,-2.3,2.2,7.1,-6.4,25.6,15.8,30.0,,0.0,0,8,3,1981-04-01,Małopolskie
4760,251200030,SKIERNIEWICE,1981,4,19.9,11.7,-5.0,1.1,6.0,-9.5,10.2,2.9,28.0,,0.0,0,4,2,1981-04-01,Łódzkie
4941,251210120,PU£AWY,1981,5,28.0,19.6,-0.2,9.1,14.3,-4.0,53.7,17.8,5.0,,0.0,0,13,0,1981-05-01,Lubelskie
4761,251200030,SKIERNIEWICE,1981,5,27.7,19.5,-2.5,8.1,14.1,-6.6,30.0,8.7,28.0,,0.0,0,10,0,1981-05-01,Łódzkie
5757,252160230,WIELICHOWO,1981,5,26.5,20.3,-1.2,8.0,14.4,-3.4,62.5,22.0,23.0,,0.0,0,9,1,1981-05-01,Wielkopolskie
6354,252200150,WARSZAWA-BIELANY,1981,5,28.0,20.1,-0.3,10.0,14.9,-4.7,58.5,12.9,29.0,,0.0,0,12,0,1981-05-01,Mazowieckie
6474,252210050,PU£TUSK,1981,5,26.0,19.0,-1.6,8.2,13.9,-5.1,45.3,13.5,24.0,,0.0,0,9,2,1981-05-01,Mazowieckie
4701,251190050,PUCZNIEW,1981,5,25.7,19.2,-1.1,8.6,14.0,-3.5,42.0,10.1,19.0,,0.0,0,10,0,1981-05-01,Łódzkie
5996,252180080,KO£UDA WIELKA,1981,5,25.9,19.6,-0.4,9.0,14.3,-4.0,15.7,5.9,24.0,,0.0,0,7,0,1981-05-01,Kujawsko-Pomorskie
3345,250190390,KRAKÓW-OBSERWATORIUM,1981,5,28.0,20.3,0.6,9.0,14.3,-3.4,75.8,27.2,28.0,,0.0,0,12,0,1981-05-01,Małopolskie
1502,249220040,DYNÓW,1981,5,27.3,18.8,-0.9,7.9,13.2,-2.9,67.3,20.1,28.0,,0.0,0,11,0,1981-05-01,Podkarpackie
6654,252220030,SZEPIETOWO,1981,5,26.5,18.5,-2.9,8.1,13.5,-5.6,68.0,16.3,6.0,,0.0,0,11,0,1981-05-01,Podlaskie
6294,252200120,LEGIONOWO,1981,5,27.3,19.9,-1.7,8.6,14.3,-4.0,61.6,14.3,24.0,,0.0,0,12,0,1981-05-01,Mazowieckie
8311,254200080,LIDZBARK WARMIÑSKI,1981,5,27.2,19.4,-0.1,7.6,13.9,-3.8,23.0,8.4,5.0,,0.0,0,8,2,1981-05-01,Warmińsko-Mazurskie
5997,252180080,KO£UDA WIELKA,1981,6,30.9,21.9,7.8,12.7,16.9,5.7,80.7,25.6,19.0,,0.0,0,15,0,1981-06-01,Kujawsko-Pomorskie
5758,252160230,WIELICHOWO,1981,6,30.2,22.0,5.2,12.2,16.9,3.1,61.3,17.3,19.0,,0.0,0,14,0,1981-06-01,Wielkopolskie
6295,252200120,LEGIONOWO,1981,6,31.1,22.1,8.2,12.5,17.2,7.0,111.1,28.8,21.0,,0.0,0,17,0,1981-06-01,Mazowieckie
4762,251200030,SKIERNIEWICE,1981,6,31.5,22.0,8.7,12.7,17.1,6.5,130.5,28.5,21.0,,0.0,0,16,0,1981-06-01,Łódzkie
4702,251190050,PUCZNIEW,1981,6,30.5,21.5,7.0,12.5,16.8,4.1,108.0,21.5,29.0,,0.0,0,15,0,1981-06-01,Łódzkie
6355,252200150,WARSZAWA-BIELANY,1981,6,30.5,22.1,8.5,13.8,17.6,7.0,165.1,31.9,21.0,,0.0,0,19,0,1981-06-01,Mazowieckie
4942,251210120,PU£AWY,1981,6,29.7,22.7,7.2,12.9,17.5,4.2,117.0,26.7,18.0,,0.0,0,18,0,1981-06-01,Lubelskie
1503,249220040,DYNÓW,1981,6,28.1,22.4,7.9,12.8,17.4,5.5,163.6,29.4,23.0,,0.0,0,16,0,1981-06-01,Podkarpackie
3346,250190390,KRAKÓW-OBSERWATORIUM,1981,6,32.6,23.9,8.1,13.4,17.9,4.6,68.0,15.1,10.0,,0.0,0,16,0,1981-06-01,Małopolskie
6475,252210050,PU£TUSK,1981,6,30.0,21.6,5.4,12.1,16.6,2.0,186.5,32.5,21.0,,0.0,0,17,0,1981-06-01,Mazowieckie
8312,254200080,LIDZBARK WARMIÑSKI,1981,6,30.3,20.2,6.8,11.4,15.6,2.8,151.1,29.2,4.0,,0.0,0,20,0,1981-06-01,Warmińsko-Mazurskie
6655,252220030,SZEPIETOWO,1981,6,28.2,21.4,5.7,11.5,16.4,4.6,68.1,17.2,24.0,,0.0,0,15,0,1981-06-01,Podlaskie
5759,252160230,WIELICHOWO,1981,7,28.1,21.9,7.8,12.4,17.1,6.8,222.4,49.0,20.0,,0.0,0,18,0,1981-07-01,Wielkopolskie
5998,252180080,KO£UDA WIELKA,1981,7,29.0,22.4,10.5,12.9,17.7,7.4,149.3,32.4,19.0,,0.0,0,13,0,1981-07-01,Kujawsko-Pomorskie
4763,251200030,SKIERNIEWICE,1981,7,27.5,22.6,9.0,13.0,17.7,5.9,138.1,23.1,14.0,,0.0,0,16,0,1981-07-01,Łódzkie
8313,254200080,LIDZBARK WARMIÑSKI,1981,7,27.5,21.3,6.6,12.5,17.0,2.8,89.8,21.7,25.0,,0.0,0,15,0,1981-07-01,Warmińsko-Mazurskie
6656,252220030,SZEPIETOWO,1981,7,29.6,22.7,8.4,12.4,17.4,5.0,57.6,14.3,14.0,,0.0,0,12,0,1981-07-01,Podlaskie
4943,251210120,PU£AWY,1981,7,30.4,23.9,9.9,13.4,18.7,6.6,88.2,34.2,14.0,,0.0,0,8,0,1981-07-01,Lubelskie
6296,252200120,LEGIONOWO,1981,7,29.4,23.3,9.5,13.3,18.2,8.5,137.7,28.3,18.0,,0.0,0,13,0,1981-07-01,Mazowieckie
6356,252200150,WARSZAWA-BIELANY,1981,7,29.1,23.5,11.1,14.2,18.6,8.8,163.4,64.8,14.0,,0.0,0,13,0,1981-07-01,Mazowieckie
4703,251190050,PUCZNIEW,1981,7,27.4,21.7,8.7,12.6,17.1,7.0,102.5,31.7,18.0,,0.0,0,14,0,1981-07-01,Łódzkie
3347,250190390,KRAKÓW-OBSERWATORIUM,1981,7,31.1,24.6,9.7,13.1,18.3,6.8,78.2,17.0,17.0,,0.0,0,12,0,1981-07-01,Małopolskie
1504,249220040,DYNÓW,1981,7,29.9,22.9,8.6,12.4,17.6,6.5,128.1,32.6,4.0,,0.0,0,10,0,1981-07-01,Podkarpackie
6476,252210050,PU£TUSK,1981,7,29.0,22.6,8.2,12.4,17.6,6.8,118.6,32.0,18.0,,0.0,0,14,0,1981-07-01,Mazowieckie
6357,252200150,WARSZAWA-BIELANY,1981,8,30.4,21.2,6.1,13.0,17.1,5.5,65.2,14.4,16.0,,0.0,0,15,0,1981-08-01,Mazowieckie
6477,252210050,PU£TUSK,1981,8,29.0,20.9,5.7,11.3,16.0,4.9,60.9,26.5,16.0,,0.0,0,18,0,1981-08-01,Mazowieckie
1505,249220040,DYNÓW,1981,8,28.9,21.9,5.9,11.1,16.0,4.6,79.0,14.5,10.0,,0.0,0,14,0,1981-08-01,Podkarpackie
5999,252180080,KO£UDA WIELKA,1981,8,29.5,21.1,6.9,12.8,16.6,4.9,52.8,19.7,23.0,,0.0,0,10,0,1981-08-01,Kujawsko-Pomorskie
4764,251200030,SKIERNIEWICE,1981,8,30.0,21.3,6.3,12.1,16.6,3.7,60.5,22.1,16.0,,0.0,0,15,0,1981-08-01,Łódzkie
5760,252160230,WIELICHOWO,1981,8,30.4,21.9,6.9,12.1,16.7,4.7,38.9,6.8,23.0,,0.0,0,14,0,1981-08-01,Wielkopolskie
3348,250190390,KRAKÓW-OBSERWATORIUM,1981,8,31.6,23.3,5.6,12.7,17.2,2.8,112.4,33.2,9.0,,0.0,0,14,0,1981-08-01,Małopolskie
8314,254200080,LIDZBARK WARMIÑSKI,1981,8,29.6,20.0,5.6,11.1,15.3,2.2,77.8,14.1,27.0,,0.0,0,18,0,1981-08-01,Warmińsko-Mazurskie
6657,252220030,SZEPIETOWO,1981,8,28.9,20.3,5.0,10.6,15.5,5.5,111.5,33.4,16.0,,0.0,0,14,0,1981-08-01,Podlaskie
4704,251190050,PUCZNIEW,1981,8,29.4,21.2,5.9,12.1,16.3,4.7,67.6,30.9,23.0,,0.0,0,10,0,1981-08-01,Łódzkie
6297,252200120,LEGIONOWO,1981,8,30.5,21.4,6.1,12.1,16.6,5.5,64.9,22.5,16.0,,0.0,0,14,0,1981-08-01,Mazowieckie
4944,251210120,PU£AWY,1981,8,29.9,21.9,6.8,12.3,16.9,6.4,59.2,10.1,25.0,,0.0,0,13,0,1981-08-01,Lubelskie
5761,252160230,WIELICHOWO,1981,9,28.8,19.7,0.4,8.6,13.7,-1.5,34.1,9.4,1.0,,0.0,0,8,0,1981-09-01,Wielkopolskie
6358,252200150,WARSZAWA-BIELANY,1981,9,26.1,19.3,2.5,10.4,14.4,-1.2,38.3,18.2,14.0,,0.0,0,12,0,1981-09-01,Mazowieckie
6658,252220030,SZEPIETOWO,1981,9,25.1,17.9,0.5,8.4,13.0,-1.9,47.0,30.2,14.0,,0.0,0,5,0,1981-09-01,Podlaskie
6298,252200120,LEGIONOWO,1981,9,26.4,19.3,-0.6,9.3,13.9,-0.6,38.7,20.5,14.0,,0.0,0,5,0,1981-09-01,Mazowieckie
4945,251210120,PU£AWY,1981,9,27.2,19.3,0.2,9.5,14.0,-0.4,58.4,22.6,14.0,,0.0,0,10,0,1981-09-01,Lubelskie
6000,252180080,KO£UDA WIELKA,1981,9,27.1,19.5,2.3,9.7,14.2,-0.1,22.7,5.4,15.0,19.0,0.0,0,6,0,1981-09-01,Kujawsko-Pomorskie
6478,252210050,PU£TUSK,1981,9,26.0,19.2,-0.1,9.0,13.7,-2.6,39.9,19.3,14.0,,0.0,0,8,0,1981-09-01,Mazowieckie
3349,250190390,KRAKÓW-OBSERWATORIUM,1981,9,29.3,21.1,3.2,9.3,14.1,0.6,62.3,29.7,14.0,,0.0,0,12,0,1981-09-01,Małopolskie
1506,249220040,DYNÓW,1981,9,26.3,19.3,2.8,9.5,13.4,2.1,32.3,10.2,14.0,,0.0,0,8,0,1981-09-01,Podkarpackie
4765,251200030,SKIERNIEWICE,1981,9,26.7,19.2,-0.3,9.0,14.0,-2.8,26.8,12.0,14.0,,0.0,0,5,0,1981-09-01,Łódzkie
8315,254200080,LIDZBARK WARMIÑSKI,1981,9,24.8,17.8,-0.3,8.9,12.9,-3.1,23.0,6.8,14.0,,0.0,0,12,0,1981-09-01,Warmińsko-Mazurskie
4705,251190050,PUCZNIEW,1981,9,26.6,19.0,1.0,9.1,13.5,-0.5,20.5,9.5,13.0,,0.0,0,6,0,1981-09-01,Łódzkie
6359,252200150,WARSZAWA-BIELANY,1981,10,20.8,12.9,-0.4,6.5,9.2,-3.5,67.4,13.9,31.0,,0.0,0,21,0,1981-10-01,Mazowieckie
6299,252200120,LEGIONOWO,1981,10,20.5,12.6,-1.1,5.6,8.6,-2.4,57.5,15.5,31.0,,0.0,0,14,0,1981-10-01,Mazowieckie
6479,252210050,PU£TUSK,1981,10,20.0,11.8,-1.1,5.4,8.3,-3.1,70.9,15.5,31.0,,0.0,0,16,0,1981-10-01,Mazowieckie
8316,254200080,LIDZBARK WARMIÑSKI,1981,10,20.4,11.1,-1.2,5.7,8.1,-5.1,71.5,16.8,22.0,,0.0,0,25,0,1981-10-01,Warmińsko-Mazurskie
4946,251210120,PU£AWY,1981,10,23.3,13.2,-0.7,6.0,9.2,-2.7,68.1,14.8,18.0,,0.0,0,17,0,1981-10-01,Lubelskie
6001,252180080,KO£UDA WIELKA,1981,10,20.3,12.2,-0.6,5.7,8.3,-2.0,82.7,31.8,22.0,,0.0,0,12,0,1981-10-01,Kujawsko-Pomorskie
5762,252160230,WIELICHOWO,1981,10,21.2,12.4,-1.5,4.7,8.3,-2.9,76.6,21.0,22.0,,0.0,0,20,0,1981-10-01,Wielkopolskie
4766,251200030,SKIERNIEWICE,1981,10,21.2,12.8,-0.8,5.1,8.7,-3.8,49.0,8.4,10.0,,0.0,0,16,0,1981-10-01,Łódzkie
1507,249220040,DYNÓW,1981,10,22.1,13.8,-1.4,6.0,9.3,-3.9,96.2,29.0,24.0,,2.0,1,14,1,1981-10-01,Podkarpackie
6659,252220030,SZEPIETOWO,1981,10,22.6,11.8,-2.0,4.6,8.0,-4.1,49.1,12.3,31.0,,0.0,0,16,0,1981-10-01,Podlaskie
3350,250190390,KRAKÓW-OBSERWATORIUM,1981,10,24.6,14.6,-1.7,5.5,9.2,-5.3,76.9,17.3,18.0,,0.0,0,14,0,1981-10-01,Małopolskie
4706,251190050,PUCZNIEW,1981,10,20.9,12.2,-0.9,5.7,8.4,-3.0,76.7,16.0,21.0,,0.0,0,18,0,1981-10-01,Łódzkie
1508,249220040,DYNÓW,1981,11,13.8,4.8,-7.4,0.3,2.3,-6.9,53.7,8.7,12.0,,15.0,6,5,13,1981-11-01,Podkarpackie
6480,252210050,PU£TUSK,1981,11,13.0,5.0,-5.7,0.8,2.9,-9.1,70.8,15.5,2.0,,1.0,1,14,4,1981-11-01,Mazowieckie
6360,252200150,WARSZAWA-BIELANY,1981,11,13.6,5.8,-4.1,1.7,3.6,-7.1,64.6,11.9,2.0,,2.0,1,15,7,1981-11-01,Mazowieckie
6300,252200120,LEGIONOWO,1981,11,14.1,5.7,-6.2,1.3,3.4,-7.5,57.7,12.0,2.0,,6.0,2,11,5,1981-11-01,Mazowieckie
5763,252160230,WIELICHOWO,1981,11,16.5,7.2,-3.5,1.4,4.4,-4.8,45.0,9.4,27.0,,0.0,0,14,5,1981-11-01,Wielkopolskie
6660,252220030,SZEPIETOWO,1981,11,12.6,4.2,-6.5,0.0,2.2,-9.2,49.9,12.2,2.0,,12.0,2,12,6,1981-11-01,Podlaskie
3351,250190390,KRAKÓW-OBSERWATORIUM,1981,11,14.4,6.2,-6.3,1.4,3.7,-9.3,55.2,15.5,28.0,,14.0,4,8,15,1981-11-01,Małopolskie
6002,252180080,KO£UDA WIELKA,1981,11,14.4,6.9,-4.0,1.4,3.7,-3.9,52.6,12.8,27.0,,2.0,1,13,4,1981-11-01,Kujawsko-Pomorskie
4707,251190050,PUCZNIEW,1981,11,13.9,5.7,-3.3,1.6,3.5,-4.5,56.0,5.7,30.0,,1.0,1,12,11,1981-11-01,Łódzkie
4767,251200030,SKIERNIEWICE,1981,11,13.8,5.7,-3.8,1.5,3.6,-5.2,52.9,12.1,2.0,,3.0,1,9,9,1981-11-01,Łódzkie
4947,251210120,PU£AWY,1981,11,13.1,5.1,-5.2,0.9,3.1,-7.5,58.5,11.0,2.0,,5.0,4,10,11,1981-11-01,Lubelskie
8317,254200080,LIDZBARK WARMIÑSKI,1981,11,12.6,5.1,-4.4,0.5,2.8,-11.2,114.2,21.3,1.0,,5.0,3,16,5,1981-11-01,Warmińsko-Mazurskie
6481,252210050,PU£TUSK,1981,12,3.0,-2.1,-21.3,-6.9,-4.1,-28.1,54.5,8.0,19.0,,35.0,31,3,17,1981-12-01,Mazowieckie
8318,254200080,LIDZBARK WARMIÑSKI,1981,12,3.5,-1.8,-26.7,-7.5,-4.1,-31.7,62.2,8.9,31.0,,37.0,31,4,18,1981-12-01,Warmińsko-Mazurskie
6661,252220030,SZEPIETOWO,1981,12,2.3,-1.9,-21.5,-8.2,-4.4,-21.9,29.9,5.1,19.0,,35.0,31,2,10,1981-12-01,Podlaskie
5764,252160230,WIELICHOWO,1981,12,6.5,-0.9,-18.6,-7.1,-3.7,-27.9,52.7,7.8,3.0,,19.0,23,1,18,1981-12-01,Wielkopolskie
6361,252200150,WARSZAWA-BIELANY,1981,12,4.3,-1.0,-15.4,-5.6,-3.0,-26.0,63.5,11.1,26.0,,40.0,31,4,20,1981-12-01,Mazowieckie
1509,249220040,DYNÓW,1981,12,6.6,0.7,-12.0,-4.8,-2.1,-12.5,45.0,12.7,30.0,,20.0,26,2,11,1981-12-01,Podkarpackie
3352,250190390,KRAKÓW-OBSERWATORIUM,1981,12,7.7,0.6,-16.6,-5.7,-2.4,-23.0,61.0,16.3,19.0,,33.0,29,4,17,1981-12-01,Małopolskie
4708,251190050,PUCZNIEW,1981,12,5.9,-0.9,-17.2,-6.6,-3.6,-23.7,54.1,12.8,8.0,,38.0,31,1,16,1981-12-01,Łódzkie
4948,251210120,PU£AWY,1981,12,4.6,-0.6,-16.8,-6.3,-2.8,-30.0,74.7,14.5,4.0,,36.0,31,1,18,1981-12-01,Lubelskie
4768,251200030,SKIERNIEWICE,1981,12,4.6,-1.2,-20.5,-7.2,-3.7,-28.9,58.2,12.7,8.0,,42.0,31,1,17,1981-12-01,Łódzkie
6301,252200120,LEGIONOWO,1981,12,4.1,-1.3,-19.4,-6.5,-3.6,-21.4,52.2,8.5,26.0,,37.0,31,3,17,1981-12-01,Mazowieckie
6003,252180080,KO£UDA WIELKA,1981,12,4.5,-1.4,-18.4,-6.6,-4.1,-21.0,36.3,7.3,11.0,,29.0,24,1,9,1981-12-01,Kujawsko-Pomorskie
4949,251210120,PU£AWY,1982,1,6.3,-0.9,-17.7,-6.7,-3.8,-22.5,30.0,6.4,3.0,,20.0,29,2,9,1982-01-01,Lubelskie
8319,254200080,LIDZBARK WARMIÑSKI,1982,1,5.5,-2.1,-17.4,-7.6,-4.8,-24.7,47.8,11.2,4.0,,35.0,31,0,17,1982-01-01,Warmińsko-Mazurskie
4769,251200030,SKIERNIEWICE,1982,1,8.2,-0.7,-18.3,-6.3,-3.8,-24.8,24.9,8.2,5.0,,16.0,26,4,7,1982-01-01,Łódzkie
6362,252200150,WARSZAWA-BIELANY,1982,1,8.0,-0.6,-14.2,-5.5,-3.2,-15.7,31.4,10.9,5.0,,22.0,27,3,8,1982-01-01,Mazowieckie
6662,252220030,SZEPIETOWO,1982,1,6.7,-2.1,-16.4,-7.1,-4.6,-16.5,50.0,10.7,6.0,,18.0,27,1,11,1982-01-01,Podlaskie
4709,251190050,PUCZNIEW,1982,1,8.1,-0.7,-19.6,-6.6,-4.0,-24.4,28.0,9.0,30.0,,17.0,14,3,9,1982-01-01,Łódzkie
3353,250190390,KRAKÓW-OBSERWATORIUM,1982,1,9.7,-0.9,-17.2,-7.3,-4.4,-23.4,30.1,15.3,30.0,,21.0,31,3,11,1982-01-01,Małopolskie
6482,252210050,PU£TUSK,1982,1,6.6,-1.7,-14.2,-6.1,-3.9,-15.2,35.1,14.8,3.0,,10.0,12,1,10,1982-01-01,Mazowieckie
1510,249220040,DYNÓW,1982,1,8.2,-1.7,-18.2,-8.6,-5.3,,18.7,7.0,31.0,,8.0,24,6,5,1982-01-01,Podkarpackie
6302,252200120,LEGIONOWO,1982,1,8.1,-0.8,-13.8,-6.2,-3.7,-19.2,33.2,12.6,5.0,,22.0,28,2,11,1982-01-01,Mazowieckie
6004,252180080,KO£UDA WIELKA,1982,1,8.3,-1.2,-14.8,-6.5,-3.7,-17.5,26.7,11.0,4.0,,2.0,1,5,1,1982-01-01,Kujawsko-Pomorskie
5765,252160230,WIELICHOWO,1982,1,9.8,-0.4,-19.6,-7.2,-3.9,-23.4,38.6,13.5,5.0,,2.0,22,6,6,1982-01-01,Wielkopolskie
6363,252200150,WARSZAWA-BIELANY,1982,2,5.5,1.1,-9.9,-3.9,-1.6,-13.3,5.1,2.6,6.0,,1.0,7,3,3,1982-02-01,Mazowieckie
1511,249220040,DYNÓW,1982,2,5.2,-0.1,-20.6,-8.3,-4.4,-18.0,14.4,3.4,27.0,,29.0,28,0,10,1982-02-01,Podkarpackie
5766,252160230,WIELICHOWO,1982,2,7.6,2.4,-9.7,-4.3,-1.0,-11.4,14.2,7.0,8.0,,0.0,0,4,0,1982-02-01,Wielkopolskie
4950,251210120,PU£AWY,1982,2,4.6,0.1,-15.0,-6.0,-2.9,-19.2,19.7,5.4,26.0,,10.0,18,1,7,1982-02-01,Lubelskie
3354,250190390,KRAKÓW-OBSERWATORIUM,1982,2,7.1,1.7,-10.3,-4.1,-1.7,-13.9,10.9,4.5,26.0,,9.0,11,2,9,1982-02-01,Małopolskie
4710,251190050,PUCZNIEW,1982,2,5.1,1.4,-10.5,-3.7,-1.6,-14.6,10.1,6.3,8.0,,1.0,6,2,3,1982-02-01,Łódzkie
6663,252220030,SZEPIETOWO,1982,2,2.4,-1.1,-11.6,-5.7,-3.6,-15.5,4.7,4.1,24.0,,15.0,28,1,3,1982-02-01,Podlaskie
6005,252180080,KO£UDA WIELKA,1982,2,7.4,2.1,-8.0,-3.1,-0.6,-11.1,15.3,7.8,28.0,,0.0,0,4,0,1982-02-01,Kujawsko-Pomorskie
8320,254200080,LIDZBARK WARMIÑSKI,1982,2,3.6,-0.3,-13.7,-4.9,-2.6,-17.2,7.0,3.7,7.0,,32.0,28,2,0,1982-02-01,Warmińsko-Mazurskie
6303,252200120,LEGIONOWO,1982,2,5.0,0.7,-11.0,-4.5,-2.2,-12.4,6.8,3.0,8.0,,2.0,8,2,2,1982-02-01,Mazowieckie
6483,252210050,PU£TUSK,1982,2,3.8,-0.1,-10.2,-4.5,-2.5,-12.6,6.1,2.4,7.0,,2.0,6,2,4,1982-02-01,Mazowieckie
4770,251200030,SKIERNIEWICE,1982,2,5.6,1.3,-9.8,-3.6,-1.5,-13.1,8.4,4.2,8.0,,1.0,2,2,2,1982-02-01,Łódzkie
4951,251210120,PU£AWY,1982,3,18.7,7.4,-5.2,-0.5,3.2,-7.3,6.4,3.4,1.0,,8.0,2,3,1,1982-03-01,Lubelskie
5767,252160230,WIELICHOWO,1982,3,19.1,9.8,-3.7,0.5,4.6,-5.8,24.7,6.0,11.0,,0.0,0,8,0,1982-03-01,Wielkopolskie
6664,252220030,SZEPIETOWO,1982,3,17.2,6.4,-7.6,-0.9,2.2,-10.9,11.5,4.4,1.0,,2.0,1,5,0,1982-03-01,Podlaskie
6006,252180080,KO£UDA WIELKA,1982,3,17.3,8.2,-4.9,0.3,3.7,-5.7,22.1,7.5,3.0,,0.0,0,7,0,1982-03-01,Kujawsko-Pomorskie
4771,251200030,SKIERNIEWICE,1982,3,19.3,8.2,-4.3,0.6,3.9,-7.9,5.5,3.2,3.0,,0.0,0,3,2,1982-03-01,Łódzkie
8321,254200080,LIDZBARK WARMIÑSKI,1982,3,15.2,6.9,-5.2,-0.1,3.0,-9.1,28.2,9.4,29.0,,9.0,2,7,3,1982-03-01,Warmińsko-Mazurskie
6484,252210050,PU£TUSK,1982,3,17.8,7.3,-6.2,-0.2,3.0,-8.5,9.3,2.5,3.0,,0.0,0,7,2,1982-03-01,Mazowieckie
6304,252200120,LEGIONOWO,1982,3,19.6,8.2,-6.2,-0.1,3.5,-9.0,7.4,4.4,3.0,,0.0,0,4,1,1982-03-01,Mazowieckie
1512,249220040,DYNÓW,1982,3,16.0,7.3,-7.9,-1.4,2.7,-6.9,2.5,1.1,12.0,,20.0,2,5,0,1982-03-01,Podkarpackie
